brand,carName,carImg,saleVolume,price,muanfactuer,rank,carModel,energeType,marketTime,insure
别克,别克GL8,https://p3-dcd.byteimg.com/img/motor-mis-img/1b5d71c459535ea55476f5dd7a91be6c~tplv-resize:640:0.png,4746,"[20.59, 44.89]",上汽通用别克,113,中大型MPV,48V轻混系统,2023.02,3年或10万公里
ARCFOX极狐,极狐 阿尔法T5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/67e354e4850c48c4bd343e14d2fac9c5~tplv-resize:640:0.png,4688,"[12.4, 16.8]",北汽新能源,114,中型SUV,纯电动,2023.12,3年或12万公里
大众,途岳,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c33c6674860948149e5d808e05ae222d~tplv-resize:640:0.png,4685,"[7.99, 15.06]",上汽大众,115,紧凑型SUV,汽油,2024.08,3年或10万公里
现代,伊兰特,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9df2036fdb244307bed69e9e03cf2368~tplv-resize:640:0.png,4638,"[6.98, 11.98]",北京现代,116,紧凑型车,汽油,2023.08,3年或10万公里
大众,途昂,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/11058259bf244362a9825e01c0c1d177~tplv-resize:640:0.png,4492,"[16.9, 28.9]",上汽大众,117,中大型SUV,汽油,2023.09,3年或10万公里
奇瑞,瑞虎9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/caa1cbaa09cb482696fed72e71514aaa~tplv-resize:640:0.png,4377,"[13.79, 19.49]",奇瑞汽车,118,中型SUV,汽油,2024.04,3年或10万公里
iCAR,iCAR 03,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/82dbd5e3acb94713afb3cb4da2dfaa68~tplv-resize:640:0.png,4197,"[10.98, 16.98]",奇瑞新能源,119,紧凑型SUV,纯电动,2024.02,4年或12万公里
丰田,丰田bZ3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cbf3ea024efc4e49ad282ed1bdc84cc4~tplv-resize:640:0.png,4156,"[12.98, 15.98]",一汽丰田,120,中型车,纯电动,2024.01,3年或10万公里
奥迪,奥迪A3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/bed15598b2964894805e3c74db0e7e23~tplv-resize:640:0.png,4129,"[13.2, 16.08]",一汽奥迪,121,紧凑型车,汽油,2023.10,3年或10万公里
奇瑞,瑞虎7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e8e158030a88406daaa7c7466c5f27ed~tplv-resize:640:0.png,4112,"[6.99, 14.99]",奇瑞汽车,122,紧凑型SUV,汽油,2024.05,3年或10万公里
宝马,宝马i3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/69adf783b37346dbae6000fff0502a9a~tplv-resize:640:0.png,4083,"[20.98, 26.9]",华晨宝马,123,中型车,纯电动,2023.11,3年或10万公里
丰田,雷凌,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/4be933594d45455592d516c912d27b69~tplv-resize:640:0.png,4017,"[7.28, 11.28]",广汽丰田,124,紧凑型车,汽油,2024.03,3年或10万公里
坦克,坦克400 Hi4-T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b9c63fd5aaea4d3d97f311a45b3d572f~tplv-resize:640:0.png,4007,"[28.58, 28.98]",长城汽车,125,中大型SUV,插电式混合动力,2024.03,5年或15万公里
北京,北京BJ30,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/448e361c30114bf38bc4f1c09495a63f~tplv-resize:640:0.png,3971,"[9.99, 13.69]",北京汽车,126,紧凑型SUV,汽油,2024.05,5年或15万公里
东风风神,风神L7 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/810ea03ad55e4827938121276962fb85~tplv-resize:640:0.png,3966,"[12.49, 14.99]",东风乘用车,127,紧凑型SUV,插电式混合动力,2024.04,10年不限里程(责任免除条款以官方为准）
五菱汽车,五菱星光PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1abac11028e24418a06fdf357476c3dc~tplv-resize:640:0.png,3913,"[7.88, 10.28]",上汽通用五菱,128,紧凑型车,插电式混合动力,2024.04,6年或15万公里
广汽传祺,传祺M6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f64608b8a07c4434b2bc00a55ecb48b3~tplv-resize:640:0.png,3873,"[9.98, 14.98]",广汽传祺,129,紧凑型MPV,汽油,2024.05,3年或10万公里
沃尔沃,沃尔沃XC60,https://p3-dcd.byteimg.com/img/motor-mis-img/058f6dd326221149f0f7d23aec62600c~tplv-resize:640:0.png,3821,"[26.29, 29.9]",沃尔沃亚太,130,中型SUV,48V轻混系统,2024.06,3年不限公里
福特,蒙迪欧,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/906ddc04083b4f7e946d84d2e8a08293~tplv-resize:640:0.png,3818,"[12.98, 20.98]",长安福特,131,中型车,油电混合,2024.06,3年或10万公里
奔驰,奔驰GLB,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/05ab32d0a1b6462fa97ed1ecb0b2b183~tplv-resize:640:0.png,3812,"[18.71, 22.79]",北京奔驰,132,紧凑型SUV,汽油,2023.08,3年不限公里
凯迪拉克,凯迪拉克CT5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/293217d96dd84452b6267df0dd6df9cf~tplv-resize:640:0.png,3796,"[20.97, 27.17]",上汽通用凯迪拉克,133,中型车,汽油,2023.12,3年不限公里
长安欧尚,长安欧尚X5 PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a4616746e0c748508ba07e1c3909e58f~tplv-resize:640:0.png,3764,"[7.19, 9.69]",长安汽车,134,紧凑型SUV,汽油,2023.04,3年或10万公里
日产,天籁,https://p3-dcd.byteimg.com/img/motor-mis-img/8e074b2ea146302687d68d1e51adfb3c~tplv-resize:640:0.png,3726,"[13.09, 19.09]",东风日产,135,中型车,汽油,2024.04,3年或10万公里
欧拉,欧拉好猫,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b7dd2877811e486883e29a75d068e916~tplv-resize:640:0.png,3655,"[10.28, 13.28]",长城汽车,136,小型车,纯电动,2024.04,4年或15万公里
别克,昂科威,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e47a47ed27c24ca5ba2330559c6dd73a~tplv-resize:640:0.png,3647,"[15.69, 25.59]",上汽通用别克,137,中型SUV,48V轻混系统,2024.03,3年或10万公里
捷达,捷达VA3,https://p3-dcd.byteimg.com/img/motor-mis-img/f79702d9c2dbaebafe617f329a66b999~tplv-resize:640:0.png,3575,"[6.48, 9.18]",一汽-大众捷达,138,紧凑型车,汽油,2023.12,3年或10万公里
智己汽车,智己L6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/aa0d805e20f84922b25399f4d0af94c6~tplv-resize:640:0.png,3517,"[20.49, 32.59]",智己汽车,139,中大型车,纯电动,2024.05,5年或15万公里
极氪,ZEEKR 007,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f9acb99754df465cb03c1e813c2da7b8~tplv-resize:640:0.png,3498,"[20.99, 29.99]",极氪,140,中型车,纯电动,2024.08,4年或10万公里
星途,星纪元 ET,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0939db4a17594992ab60620884e9fc02~tplv-resize:640:0.png,3450,"[18.98, 31.98]",星途,142,中大型SUV,增程式,2024.05,4年或12万公里
别克,威朗,https://p9-dcd.byteimg.com/img/motor-mis-img/f935e27660580af362e268ff6a476c00~tplv-resize:640:0.png,3391,"[6.88, 9.89]",上汽通用别克,143,紧凑型车,汽油,2021.08,3年或10万公里
零跑汽车,零跑T03,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/464986d3ad5845e9aac85a6960479de0~tplv-resize:640:0.png,3378,"[4.99, 6.99]",零跑汽车,144,微型车,纯电动,2024.03,3年或12万公里
长安,长安CS55 PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8727a564bae045058a6c89a8395c2612~tplv-resize:640:0.png,3281,"[8.79, 12.59]",长安汽车,145,紧凑型SUV,汽油,2023.09,3年或10万公里
大众,ID.4 CROZZ,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/36142136c6134cffb5a91e3273ace471~tplv-resize:640:0.png,3273,"[13.98, 23.74]",一汽大众,146,紧凑型SUV,纯电动,2023.10,3年或10万公里
本田,思域,https://p3-dcd.byteimg.com/img/motor-mis-img/af835d978de92b8342d900c8473c8d88~tplv-resize:640:0.png,3186,"[7.99, 13.79]",东风本田,147,紧凑型车,汽油,2022.12,3年或10万公里
大众,ID.4 X,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d16a58d2e5694b7b84ba28604a6421e0~tplv-resize:640:0.png,3120,"[14.99, 22.34]",上汽大众,148,紧凑型SUV,纯电动,2024.07,3年或10万公里
捷途,捷途大圣,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e467ab987a9c4bf7930b0af3ad27c9f6~tplv-resize:640:0.png,3101,"[8.69, 12.19]",奇瑞汽车,149,紧凑型SUV,汽油,2024.04,4年或10万公里
吉利银河,银河E8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/de6b6d01181f4d3abb49d483614254cc~tplv-resize:640:0.png,3076,"[16.08, 22.38]",吉利银河,150,中大型车,纯电动,2024.04,6年或15万公里
奇瑞,风云A8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e3779d73cdd0475ab7233abe59c2833d~tplv-resize:640:0.png,3054,"[9.99, 12.99]",奇瑞汽车,151,紧凑型车,插电式混合动力,2024.01,3年或10万公里
东风奕派,eπ008,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/03f8bbc977b94d8e8b4a0ff935844d82~tplv-resize:640:0.png,3044,"[18.86, 19.36]",东风乘用车,152,中大型SUV,增程式,2024.06,3年或10万公里
岚图,岚图梦想家 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a34b5cd70b954cb1abb155118d94e8a4~tplv-resize:640:0.png,3040,"[30.99, 63.99]",岚图汽车,153,中大型MPV,插电式混合动力,2023.10,5年或10万公里
小鹏汽车,小鹏G9,https://p9-dcd.byteimg.com/img/motor-mis-img/57c7fd76817fb6148dce372c42acc18c~tplv-resize:640:0.png,3031,"[24.39, 33.99]",小鹏汽车,154,中大型SUV,纯电动,2023.09,5年或12万公里
坦克,坦克500 Hi4-T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d1d12a60d3544b438485a8e392d5b40f~tplv-resize:640:0.png,2975,"[33.5, 33.5]",长城汽车,155,中大型SUV,插电式混合动力,2024.03,5年或15万公里
广汽传祺,传祺E8 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6a36b18458d54bbcb9273c6aed5a7171~tplv-resize:640:0.png,2967,"[20.98, 22.98]",广汽传祺,156,中型MPV,插电式混合动力,2023.11,3年或10万公里
别克,微蓝6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/550b6dc2a2c44e06a3e9b666927fa56f~tplv-resize:640:0.png,2898,"[9.08, 14.09]",上汽通用别克,157,紧凑型车,纯电动,2023.10,3年或10万公里
长安欧尚,长安欧尚Z6,https://p9-dcd.byteimg.com/img/motor-mis-img/252d100a630cf9298e8d357fe7ee8ffc~tplv-resize:640:0.png,2888,"[8.09, 11.79]",长安汽车,158,紧凑型SUV,汽油,2023.06,3年或10万公里
捷途,捷途X90,https://p3-dcd.byteimg.com/img/motor-mis-img/db9398d99c107b4ee74543a8fa39cc8a~tplv-resize:640:0.png,2863,"[12.49, 15.79]",奇瑞汽车,159,中型SUV,汽油,2022.11,4年或10万公里
奔腾,奔腾B70,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/39774d70f0c445a88fa3a332502c53e3~tplv-resize:640:0.png,2824,"[9.44, 14.49]",一汽奔腾,160,中型车,汽油,2024.04,3年或10万公里
零跑汽车,零跑C16,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a2008aca31f649d7b646f0aecfbdbd5c~tplv-resize:640:0.png,2812,"[15.58, 18.58]",零跑汽车,161,中大型SUV,增程式,2024.06,4年或12万公里
奥迪,奥迪Q3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1c04470ca1254ad18552cabef768699e~tplv-resize:640:0.png,2765,"[17.63, 21.83]",一汽奥迪,162,紧凑型SUV,汽油,2023.08,3年或10万公里
大众,高尔夫,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/64578c8e0b824a85acb54bef3bc70f05~tplv-resize:640:0.png,2723,"[13.18, 14.78]",一汽大众,163,紧凑型车,汽油,2024.07,3年或10万公里
捷达,捷达VS5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5c03f20ae4d540638d295c0636a0d4c5~tplv-resize:640:0.png,2713,"[6.96, 11.69]",一汽-大众捷达,164,紧凑型SUV,汽油,2024.04,3年或10万公里
东风纳米,纳米01,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9e7caf8eea3b4efcb788f49c5ae8fdc0~tplv-resize:640:0.png,2708,"[6.98, 10.18]",东风汽车,165,小型车,纯电动,2024.08,3年不限里程
名爵,MG5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d6a56e2049ac4b208d49d4f02f2916c3~tplv-resize:640:0.png,2680,"[5.39, 8.59]",上汽集团,166,紧凑型车,汽油,2023.05,3年或10万公里
长安启源,长安启源Q05,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d89973a091064602a82752ce8274ef5a~tplv-resize:640:0.png,2672,"[9.09, 11.29]",长安启源,167,紧凑型SUV,插电式混合动力,2023.12,3年或15万公里
蔚来,蔚来ET5,https://p3-dcd.byteimg.com/img/motor-mis-img/6b3472130dfd56454f65df80d9f461f6~tplv-resize:640:0.png,2672,"[29.8, 35.6]",蔚来,168,中型车,纯电动,2024.02,3年或12万公里
红旗,红旗HS3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/130d0777d22c4e7aba7791c0ee645462~tplv-resize:640:0.png,2668,"[12.08, 17.08]",一汽红旗,169,紧凑型SUV,汽油,2024.08,4年或10万公里
蔚来,蔚来EC6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e3362ddc7fbb4a13a303fc940c09d0fe~tplv-resize:640:0.png,2619,"[35.8, 41.6]",蔚来,170,中型SUV,纯电动,2024.02,3年或12万公里
比亚迪,宋L EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7a2cd16842634bdfa34c1169b8c02ee0~tplv-resize:640:0.png,2605,"[18.98, 24.98]",比亚迪,171,中型SUV,纯电动,2024.08,6年或15万公里
北京,北京BJ40,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/3a8235032015497c9b815308b121c4ba~tplv-resize:640:0.png,2602,"[13.98, 26.99]",北京汽车,172,紧凑型SUV,汽油,2023.11,5年或15万公里
雪佛兰,科鲁泽,https://p3-dcd.byteimg.com/img/motor-mis-img/f63e0947469ae2d9cee05bbdc33f514f~tplv-resize:640:0.png,2601,"[5.99, 7.39]",上汽通用雪佛兰,173,紧凑型车,汽油,2023.06,3年或10万公里
奇瑞新能源,QQ冰淇淋,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b949ba428bc143aeb2bcfdef93eb7f61~tplv-resize:640:0.png,2556,"[2.99, 4.39]",奇瑞新能源,174,微型车,纯电动,2024.04,3年或10万公里
荣威,荣威i5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3deaa243484f4c34a254b5c212a8ad7a~tplv-resize:640:0.png,2555,"[5.09, 7.29]",上汽集团,175,紧凑型车,汽油,2023.07,4年或15万公里
本田,英仕派,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/068adb9f4c04421fae8d8a372bc5cf0e~tplv-resize:640:0.png,2548,"[11.88, 16.58]",东风本田,176,中型车,汽油,2024.04,3年或10万公里
岚图,岚图FREE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/35252dbdd8d34ef7aacde273feaf5073~tplv-resize:640:0.png,2525,"[22.39, 25.19]",岚图汽车,177,中大型SUV,增程式,2024.06,5年或10万公里
深蓝汽车,深蓝G318,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2d9cd38fed2f4b78a84daf07ab567bac~tplv-resize:640:0.png,2483,"[17.59, 31.8]",深蓝汽车,178,中大型SUV,增程式,2024.06,3年或12万公里
本田,奥德赛,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/77ceb3fa8b664dfd8457a5b57ef84042~tplv-resize:640:0.png,2481,"[17.58, 37.98]",广汽本田,179,中型MPV,油电混合,2023.06,3年或10万公里
马自达,马自达CX-5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cd0afa2cba3f4fba8cfdac2c4417a60b~tplv-resize:640:0.png,2478,"[11.58, 19.08]",长安马自达,180,紧凑型SUV,汽油,2023.09,3年或10万公里
奔驰,奔驰A级,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f3aa2146a74d47e3ab4844b147234e37~tplv-resize:640:0.png,2438,"[15.08, 16.54]",北京奔驰,181,紧凑型车,汽油,2024.03,3年不限公里
奇瑞,艾瑞泽5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/aef5212cbadd4c05a9c450eaed0813e1~tplv-resize:640:0.png,2418,"[5.29, 6.89]",奇瑞汽车,182,紧凑型车,汽油,2023.10,3年或10万公里
领克,领克03,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f89333a7e71944f4b83eb00d0fdcb43b~tplv-resize:640:0.png,2412,"[11.88, 41.13]",领克,183,紧凑型车,汽油,2024.08,4年或10万公里
长安启源,长安启源A05,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/90024992da744ec1a944c8bca7fb6a3d~tplv-resize:640:0.png,2394,"[7.89, 10.99]",长安启源,184,紧凑型车,插电式混合动力,2024.04,3年或15万公里
奔腾,奔腾小马,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/be315b47d3bc4f28bad76776cebc25c4~tplv-resize:640:0.png,2365,"[2.49, 3.19]",一汽奔腾,185,微型车,纯电动,2024.08,3年或10万公里
五菱汽车,五菱星光EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/cc1819763a5a447c919bf9faef26a93c~tplv-resize:640:0.png,2331,"[9.98, 10.98]",上汽通用五菱,186,紧凑型车,纯电动,2024.04,6年或15万公里
广汽传祺,传祺GS3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9bd75ad6814541c1a3692ae64670405d~tplv-resize:640:0.png,2313,"[6.68, 9.68]",广汽传祺,187,小型SUV,汽油,2024.08,3年或10万公里
领克,领克06,https://p9-dcd.byteimg.com/img/motor-mis-img/189c2b11c6396ed5c63d9db5a57e6341~tplv-resize:640:0.png,2297,"[10.96, 11.96]",领克,188,小型SUV,汽油,2022.09,4年或10万公里
大众,揽巡,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8c9d9e77cdf5462a86c515692b23c0e7~tplv-resize:640:0.png,2240,"[18.69, 26.99]",一汽大众,189,中大型SUV,汽油,2024.06,3年或10万公里
宝骏,云朵,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f7956c20545c4c87ba29f4b30e6caaf9~tplv-resize:640:0.png,2207,"[9.08, 13.58]",上汽通用五菱,190,紧凑型车,纯电动,2023.08,3年或10万公里
奥迪,奥迪A7L,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/dfe5bc8192d64010adf766872e11f634~tplv-resize:640:0.png,2207,"[34.57, 55.42]",上汽奥迪,191,中大型车,汽油,2024.03,3年或10万公里
起亚,赛图斯,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7fe56786e2be481da4a141a6d9364052~tplv-resize:640:0.png,2190,"[8.39, 12.39]",起亚,192,紧凑型SUV,汽油,2023.04,3年或10万公里
奇瑞,探索06,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/93b15f0f1967433faca5cac4ef9289cd~tplv-resize:640:0.png,2175,"[8.49, 15.29]",奇瑞汽车,193,紧凑型SUV,汽油,2024.08,3年或10万公里
凯迪拉克,凯迪拉克XT5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/34121f151dfa4523a4d827d0d3ea7a3e~tplv-resize:640:0.png,2161,"[24.27, 32.27]",上汽通用凯迪拉克,194,中型SUV,48V轻混系统,2023.09,3年不限公里
现代,途胜,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f2f194412c334188ace3731595a91729~tplv-resize:640:0.png,2123,"[12.58, 18.98]",北京现代,195,紧凑型SUV,汽油,2022.11,可选:3年或15万公里/5年或10万公里/7年或7万公里
智己汽车,智己LS6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1d808aff9bfd4dfa9ab5f7296c7c4544~tplv-resize:640:0.png,2108,"[20.99, 27.69]",智己汽车,196,中大型SUV,纯电动,2023.10,5年或15万公里
smart,smart精灵#1,https://p3-dcd.byteimg.com/img/motor-mis-img/d3dc084ea15c3a5ddb79094343132daa~tplv-resize:640:0.png,2085,"[15.49, 28.49]",smart,197,小型SUV,纯电动,2024.04,4年或15万公里
比亚迪,比亚迪e2,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b8781cd4b8d749f997db471d7ee5b563~tplv-resize:640:0.png,2029,"[8.98, 14.78]",比亚迪,198,紧凑型车,纯电动,2024.03,6年或15万公里
五菱汽车,五菱荣光,https://p9-dcd.byteimg.com/img/motor-mis-img/efe0d84f810fe914c7149c51a6c1658e~tplv-resize:640:0.png,2018,"[4.09, 4.755]",上汽通用五菱,199,微面,汽油,2023.04,3年或6万公里
五菱汽车,五菱佳辰,https://p3-dcd.byteimg.com/img/motor-mis-img/1d111f4c68dbfde0d1fd3c455a3a2db7~tplv-resize:640:0.png,1999,"[6.28, 9.58]",上汽通用五菱,200,紧凑型MPV,油电混合,2023.06,3年或10万公里
林肯,航海家,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/db4c45d357eb479ca8ba4ed41f93fc5e~tplv-resize:640:0.png,1999,"[30.38, 44.38]",长安林肯,201,中型SUV,汽油,2023.04,5年或14万公里
魏牌,蓝山,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b2fc30a2a36d424ebde60c4da44d95b6~tplv-resize:640:0.png,1967,"[27.38, 32.68]",长城汽车,202,中大型SUV,插电式混合动力,2024.08,5年或15万公里
东风奕派,eπ007,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/800b755e8da547419991b18a5767796c~tplv-resize:640:0.png,1962,"[12.96, 16.96]",东风乘用车,203,中大型车,增程式,2024.08,3年或10万公里
哪吒汽车,哪吒X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ce9a2157eb844cfe81d8020bdbe80f9d~tplv-resize:640:0.png,1945,"[8.98, 12.48]",合众汽车,204,紧凑型SUV,纯电动,2024.08,4年或12万公里
星途,星途凌云,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5c148c7aebaa49d088572ea19ef19c25~tplv-resize:640:0.png,1944,"[12.99, 16.99]",星途,205,中型SUV,汽油,2024.07,3年或10万公里
福特,锐界,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/cad5d4e17ca14279b93666d6e3164c3d~tplv-resize:640:0.png,1930,"[20.18, 29.18]",长安福特,206,中型SUV,汽油,2024.08,3年或10万公里
吉利汽车,缤瑞,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9ce764ca8f1a48a0890408952f1ad593~tplv-resize:640:0.png,1925,"[7.48, 9.48]",吉利汽车,207,紧凑型车,汽油,2023.08,4年或10万公里
宝马,宝马iX3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/39eb11e1ba734c17b6a5b4c9762123ff~tplv-resize:640:0.png,1896,"[27.5, 30.3]",华晨宝马,208,中型SUV,纯电动,2024.01,3年或10万公里
五菱汽车,五菱星辰,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e365b62932e14542987c0ec29e807693~tplv-resize:640:0.png,1894,"[6.38, 10.08]",上汽通用五菱,209,紧凑型SUV,油电混合,2022.08,3年或10万公里
长安欧尚,长安欧尚X7 PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/792f6cb783e54f76b76081f54eb719ad~tplv-resize:640:0.png,1892,"[7.99, 13.39]",长安汽车,210,紧凑型SUV,汽油,2023.04,3年或10万公里
蓝电,蓝电E5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a85640b7405f4d3889bc55d63edbd0c8~tplv-resize:640:0.png,1843,"[9.98, 15.19]",赛力斯蓝电汽车,211,中型SUV,插电式混合动力,2024.04,6年或15万公里
方程豹,豹5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5c4dd30eca44470a917d366c05db05b5~tplv-resize:640:0.png,1842,"[23.98, 30.28]",方程豹,212,中型SUV,插电式混合动力,2024.04,6年或15万公里
宝马,宝马iX1,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/95a97101ab9a485e88774be29273a9ea~tplv-resize:640:0.png,1831,"[22.5, 25.5]",华晨宝马,213,紧凑型SUV,纯电动,2023.08,3年或10万公里
沃尔沃,沃尔沃S90,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d0dcc7887fa74d1bb726f006f313adb2~tplv-resize:640:0.png,1809,"[29.85, 36.3]",沃尔沃亚太,214,中大型车,48V轻混系统,2024.06,3年不限公里
奇瑞新能源,小蚂蚁,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c582d200e0fe44c7b1b5f3b6134c8849~tplv-resize:640:0.png,1792,"[5.29, 9.2999]",奇瑞新能源,215,微型车,纯电动,2024.06,3年或12万公里
广汽传祺,传祺GS8,https://p9-dcd.byteimg.com/img/motor-mis-img/bef1e4e3b0a6fa8de3a3887dcaaad449~tplv-resize:640:0.png,1783,"[14.98, 24.78]",广汽传祺,216,中型SUV,汽油,2024.05,5年或15万公里
别克,君越,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d46a7ee58b8a41ac8a6872614bd23172~tplv-resize:640:0.png,1763,"[13.99, 20.49]",上汽通用别克,217,中型车,48V轻混系统,2024.04,3年或10万公里
吉利汽车,豪越L,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/35f4fe1d9d7240879696d2d7774573d5~tplv-resize:640:0.png,1755,"[11.29, 13.29]",吉利汽车,218,中型SUV,汽油,2023.11,4年或10万公里
大众,大众CC,https://p3-dcd.byteimg.com/img/motor-mis-img/bc1a1cfcace04020b804932bd5c78749~tplv-resize:640:0.png,1748,"[16.89, 24.39]",一汽大众,219,中型车,汽油,2024.07,3年或10万公里
名爵,MG7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b0f952ca6faf46b1bb0fc809ab964a49~tplv-resize:640:0.png,1727,"[11.38, 16.38]",上汽集团,220,中型车,汽油,2023.03,3年或10万公里
零跑汽车,零跑C01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7f0665963c5840f1b242d1f14a6e970c~tplv-resize:640:0.png,1706,"[13.68, 15.88]",零跑汽车,221,中大型车,纯电动,2024.03,4年或12万公里
广汽传祺,传祺GS4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3a5e2422597647f882593d68647ec164~tplv-resize:640:0.png,1662,"[10.08, 11.18]",广汽传祺,222,紧凑型SUV,汽油,2024.04,3年或10万公里
吉利几何,吉利几何E萤火虫,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ab171bed6a464941a57445172e7bf752~tplv-resize:640:0.png,1661,"[5.98, 8.28]",吉利几何,223,小型SUV,纯电动,2024.03,4年或10万公里
